turn_id,pause_index,p_eot
hi__000,0,0.220890
hi__000,1,0.362253
hi__000,2,0.650009
hi__001,0,0.297407
hi__001,1,0.425734
hi__002,0,0.610209
hi__003,0,0.557025
hi__004,0,0.607642
hi__005,0,0.126946
hi__005,1,0.805580
hi__006,0,0.217691
hi__006,1,0.746933
hi__006,2,0.487939
hi__007,0,0.384292
hi__007,1,0.510062
hi__007,2,0.689481
hi__007,3,0.556396
hi__007,4,0.556759
hi__007,5,0.703192
hi__008,0,0.346736
hi__009,0,0.584499
hi__010,0,0.156951
hi__010,1,0.195744
hi__010,2,0.444070
hi__010,3,0.812440
hi__011,0,0.155306
hi__011,1,0.304150
hi__011,2,0.435193
hi__012,0,0.328605
hi__012,1,0.368756
hi__012,2,0.373389
hi__012,3,0.561503
hi__012,4,0.563861
hi__012,5,0.659663
hi__013,0,0.628956
hi__014,0,0.406156
hi__014,1,0.350509
hi__014,2,0.366276
hi__014,3,0.602839
hi__014,4,0.441602
hi__014,5,0.513529
hi__015,0,0.577549
hi__016,0,0.404564
hi__017,0,0.467516
hi__017,1,0.690655
hi__018,0,0.359641
hi__018,1,0.436064
hi__018,2,0.711714
hi__019,0,0.176847
hi__019,1,0.320683
hi__019,2,0.758282
hi__019,3,0.595811
hi__019,4,0.659450
hi__020,0,0.600831
hi__020,1,0.624198
hi__021,0,0.632585
hi__022,0,0.227358
hi__022,1,0.171281
hi__022,2,0.506512
hi__022,3,0.233614
hi__022,4,0.305337
hi__022,5,0.501546
hi__022,6,0.560062
hi__022,7,0.767322
hi__023,0,0.671478
hi__024,0,0.625008
hi__025,0,0.395032
hi__025,1,0.341647
hi__025,2,0.554190
hi__026,0,0.743259
hi__027,0,0.258752
hi__027,1,0.448307
hi__028,0,0.333080
hi__028,1,0.392205
hi__029,0,0.461170
hi__029,1,0.262080
hi__029,2,0.569851
hi__029,3,0.749356
hi__030,0,0.730103
hi__031,0,0.119849
hi__031,1,0.460762
hi__032,0,0.296473
hi__032,1,0.408385
hi__033,0,0.437782
hi__033,1,0.371184
hi__033,2,0.515043
hi__034,0,0.361035
hi__034,1,0.538859
hi__034,2,0.845024
hi__035,0,0.649850
hi__036,0,0.403338
hi__036,1,0.559781
hi__036,2,0.475802
hi__036,3,0.292094
hi__036,4,0.563849
hi__036,5,0.406197
hi__036,6,0.680685
hi__037,0,0.341628
hi__037,1,0.393375
hi__037,2,0.907024
hi__038,0,0.421826
hi__038,1,0.329363
hi__038,2,0.431354
hi__038,3,0.648171
hi__039,0,0.573656
hi__040,0,0.338573
hi__040,1,0.226392
hi__040,2,0.491084
hi__041,0,0.488888
hi__041,1,0.733515
hi__042,0,0.235227
hi__042,1,0.720467
hi__043,0,0.447291
hi__043,1,0.604258
hi__044,0,0.341177
hi__044,1,0.295270
hi__045,0,0.408650
hi__045,1,0.766951
hi__046,0,0.317190
hi__046,1,0.245324
hi__046,2,0.610863
hi__047,0,0.537250
hi__048,0,0.478307
hi__049,0,0.690767
hi__050,0,0.580572
hi__051,0,0.353108
hi__051,1,0.840645
hi__051,2,0.920577
hi__052,0,0.570527
hi__053,0,0.222761
hi__053,1,0.281268
hi__053,2,0.474378
hi__054,0,0.327824
hi__054,1,0.862317
hi__055,0,0.216762
hi__055,1,0.498362
hi__056,0,0.638370
hi__057,0,0.197473
hi__057,1,0.740461
hi__058,0,0.449196
hi__058,1,0.631713
hi__059,0,0.213349
hi__059,1,0.382555
hi__059,2,0.532112
hi__060,0,0.408508
hi__060,1,0.463716
hi__061,0,0.312571
hi__061,1,0.542124
hi__062,0,0.625961
hi__063,0,0.100735
hi__063,1,0.336477
hi__063,2,0.436502
hi__063,3,0.774774
hi__064,0,0.466706
hi__064,1,0.394063
hi__064,2,0.520763
hi__064,3,0.538942
hi__064,4,0.861281
hi__065,0,0.413718
hi__066,0,0.104821
hi__066,1,0.451016
hi__066,2,0.695699
hi__067,0,0.597343
hi__068,0,0.769363
hi__069,0,0.504440
hi__069,1,0.505354
hi__069,2,0.306469
hi__069,3,0.556083
hi__069,4,0.401284
hi__069,5,0.620039
hi__070,0,0.509347
hi__070,1,0.504318
hi__071,0,0.136972
hi__071,1,0.287772
hi__071,2,0.692398
hi__072,0,0.627635
hi__072,1,0.635963
hi__073,0,0.205462
hi__073,1,0.503894
hi__073,2,0.474982
hi__073,3,0.684961
hi__073,4,0.526042
hi__073,5,0.628845
hi__074,0,0.389755
hi__074,1,0.419118
hi__075,0,0.239749
hi__075,1,0.624623
hi__076,0,0.646951
hi__077,0,0.275219
hi__077,1,0.353252
hi__077,2,0.707233
hi__078,0,0.494485
hi__078,1,0.548350
hi__078,2,0.676031
hi__078,3,0.923785
hi__079,0,0.205075
hi__079,1,0.315238
hi__079,2,0.884899
hi__080,0,0.197336
hi__080,1,0.598405
hi__081,0,0.308443
hi__081,1,0.650686
hi__081,2,0.610112
hi__082,0,0.620597
hi__083,0,0.666544
hi__084,0,0.568498
hi__085,0,0.589796
hi__085,1,0.500324
hi__085,2,0.683160
hi__086,0,0.519973
hi__086,1,0.704443
hi__087,0,0.522523
hi__087,1,0.435710
hi__087,2,0.862614
hi__088,0,0.327586
hi__088,1,0.303532
hi__088,2,0.900449
hi__089,0,0.464533
hi__089,1,0.495398
hi__089,2,0.550698
hi__090,0,0.559971
hi__090,1,0.362291
hi__090,2,0.538262
hi__090,3,0.405227
hi__091,0,0.708226
hi__092,0,0.599218
hi__093,0,0.517244
hi__094,0,0.314377
hi__094,1,0.435260
hi__094,2,0.636489
hi__094,3,0.558163
hi__094,4,0.503745
hi__094,5,0.780247
hi__095,0,0.535368
hi__095,1,0.658896
hi__096,0,0.409342
hi__096,1,0.383853
hi__096,2,0.354280
hi__096,3,0.448184
hi__097,0,0.481423
hi__097,1,0.563994
hi__097,2,0.448557
hi__097,3,0.527419
hi__097,4,0.480415
hi__097,5,0.490459
hi__098,0,0.427025
hi__099,0,0.290396
hi__099,1,0.551029
